Year,Suburb,Sex,Age Group,Population
06/30/2015 12:00:00 AM,Campbell   ,MALE,0-10,264
06/30/2015 12:00:00 AM,Campbell   ,MALE,11-20,709
06/30/2015 12:00:00 AM,Campbell   ,MALE,21-30,1039
06/30/2015 12:00:00 AM,Campbell   ,MALE,31-40,345
06/30/2015 12:00:00 AM,Campbell   ,MALE,41-50,338
06/30/2015 12:00:00 AM,Campbell   ,MALE,51-60,289
06/30/2015 12:00:00 AM,Campbell   ,MALE,60+,334
06/30/2016 12:00:00 AM,Campbell   ,FEMALE,0-10,246
06/30/2016 12:00:00 AM,Campbell   ,FEMALE,11-20,410
06/30/2016 12:00:00 AM,Campbell   ,FEMALE,21-30,453
06/30/2016 12:00:00 AM,Campbell   ,FEMALE,31-40,256
06/30/2016 12:00:00 AM,Campbell   ,FEMALE,41-50,244
06/30/2016 12:00:00 AM,Campbell   ,FEMALE,51-60,238
06/30/2016 12:00:00 AM,Campbell   ,FEMALE,60+,362
06/30/2016 12:00:00 AM,Campbell   ,MALE,0-10,276
06/30/2016 12:00:00 AM,Campbell   ,MALE,11-20,724
06/30/2016 12:00:00 AM,Campbell   ,MALE,21-30,1056
06/30/2016 12:00:00 AM,Campbell   ,MALE,31-40,363
06/30/2016 12:00:00 AM,Campbell   ,MALE,41-50,351
06/30/2016 12:00:00 AM,Campbell   ,MALE,51-60,309
06/30/2016 12:00:00 AM,Campbell   ,MALE,60+,322
06/30/2017 12:00:00 AM,Campbell   ,FEMALE,0-10,249
06/30/2017 12:00:00 AM,Campbell   ,FEMALE,11-20,463
06/30/2017 12:00:00 AM,Campbell   ,FEMALE,21-30,469
06/30/2017 12:00:00 AM,Campbell   ,FEMALE,31-40,259
06/30/2017 12:00:00 AM,Campbell   ,FEMALE,41-50,257
06/30/2017 12:00:00 AM,Campbell   ,FEMALE,51-60,236
06/30/2017 12:00:00 AM,Campbell   ,FEMALE,60+,354
06/30/2017 12:00:00 AM,Campbell   ,MALE,0-10,298
06/30/2017 12:00:00 AM,Campbell   ,MALE,11-20,731
06/30/2017 12:00:00 AM,Campbell   ,MALE,21-30,1051
06/30/2017 12:00:00 AM,Campbell   ,MALE,31-40,388
06/30/2017 12:00:00 AM,Campbell   ,MALE,41-50,367
06/30/2017 12:00:00 AM,Campbell   ,MALE,51-60,318
06/30/2017 12:00:00 AM,Campbell   ,MALE,60+,329
06/30/2018 12:00:00 AM,Campbell   ,FEMALE,0-10,257
06/30/2018 12:00:00 AM,Campbell   ,FEMALE,11-20,498
06/30/2018 12:00:00 AM,Campbell   ,FEMALE,21-30,494
06/30/2018 12:00:00 AM,Campbell   ,FEMALE,31-40,267
06/30/2018 12:00:00 AM,Campbell   ,FEMALE,41-50,265
06/30/2018 12:00:00 AM,Campbell   ,FEMALE,51-60,242
06/30/2018 12:00:00 AM,Campbell   ,FEMALE,60+,346
06/30/2018 12:00:00 AM,Campbell   ,MALE,0-10,316
06/30/2018 12:00:00 AM,Campbell   ,MALE,11-20,748
06/30/2018 12:00:00 AM,Campbell   ,MALE,21-30,1041
06/30/2018 12:00:00 AM,Campbell   ,MALE,31-40,411
06/30/2018 12:00:00 AM,Campbell   ,MALE,41-50,387
06/30/2018 12:00:00 AM,Campbell   ,MALE,51-60,335
06/30/2018 12:00:00 AM,Campbell   ,MALE,60+,327
06/30/2019 12:00:00 AM,Campbell   ,FEMALE,0-10,267
06/30/2019 12:00:00 AM,Campbell   ,FEMALE,11-20,520
06/30/2019 12:00:00 AM,Campbell   ,FEMALE,21-30,527
06/30/2019 12:00:00 AM,Campbell   ,FEMALE,31-40,275
06/30/2019 12:00:00 AM,Campbell   ,FEMALE,41-50,273
06/30/2019 12:00:00 AM,Campbell   ,FEMALE,51-60,252
06/30/2019 12:00:00 AM,Campbell   ,FEMALE,60+,341
06/30/2019 12:00:00 AM,Campbell   ,MALE,0-10,332
06/30/2019 12:00:00 AM,Campbell   ,MALE,11-20,780
06/30/2019 12:00:00 AM,Campbell   ,MALE,21-30,1024
06/30/2019 12:00:00 AM,Campbell   ,MALE,31-40,430
06/30/2019 12:00:00 AM,Campbell   ,MALE,41-50,411
06/30/2019 12:00:00 AM,Campbell   ,MALE,51-60,346
06/30/2019 12:00:00 AM,Campbell   ,MALE,60+,332
06/30/2020 12:00:00 AM,Campbell   ,FEMALE,0-10,276
06/30/2020 12:00:00 AM,Campbell   ,FEMALE,11-20,539
06/30/2020 12:00:00 AM,Campbell   ,FEMALE,21-30,557
06/30/2020 12:00:00 AM,Campbell   ,FEMALE,31-40,288
06/30/2020 12:00:00 AM,Campbell   ,FEMALE,41-50,285
06/30/2020 12:00:00 AM,Campbell   ,FEMALE,51-60,259
06/30/2020 12:00:00 AM,Campbell   ,FEMALE,60+,343
06/30/2020 12:00:00 AM,Campbell   ,MALE,0-10,347
06/30/2020 12:00:00 AM,Campbell   ,MALE,11-20,808
06/30/2020 12:00:00 AM,Campbell   ,MALE,21-30,1015
06/30/2020 12:00:00 AM,Campbell   ,MALE,31-40,441
06/30/2020 12:00:00 AM,Campbell   ,MALE,41-50,435
06/30/2020 12:00:00 AM,Campbell   ,MALE,51-60,362
06/30/2020 12:00:00 AM,Campbell   ,MALE,60+,339
06/30/2015 12:00:00 AM,Civic      ,FEMALE,0-10,32
06/30/2015 12:00:00 AM,Civic      ,FEMALE,11-20,333
06/30/2015 12:00:00 AM,Civic      ,FEMALE,21-30,920
06/30/2015 12:00:00 AM,Civic      ,FEMALE,31-40,187
06/30/2015 12:00:00 AM,Civic      ,FEMALE,41-50,80
06/30/2015 12:00:00 AM,Civic      ,FEMALE,51-60,121
06/30/2015 12:00:00 AM,Civic      ,FEMALE,60+,123
06/30/2015 12:00:00 AM,Civic      ,MALE,0-10,35
06/30/2015 12:00:00 AM,Civic      ,MALE,11-20,276
06/30/2015 12:00:00 AM,Civic      ,MALE,21-30,820
06/30/2015 12:00:00 AM,Civic      ,MALE,31-40,346
06/30/2015 12:00:00 AM,Civic      ,MALE,41-50,115
06/30/2015 12:00:00 AM,Civic      ,MALE,51-60,148
06/30/2015 12:00:00 AM,Civic      ,MALE,60+,194
06/30/2018 12:00:00 AM,Lake Burley Griffin ,FEMALE,0-10,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,FEMALE,11-20,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,FEMALE,21-30,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,FEMALE,31-40,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,FEMALE,41-50,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,FEMALE,51-60,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,FEMALE,60+,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,MALE,0-10,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,MALE,11-20,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,MALE,21-30,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,MALE,31-40,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,MALE,41-50,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,MALE,51-60,0
06/30/2018 12:00:00 AM,Lake Burley Griffin ,MALE,60+,0
06/30/2016 12:00:00 AM,Civic      ,FEMALE,0-10,34
06/30/2016 12:00:00 AM,Civic      ,FEMALE,11-20,339
06/30/2016 12:00:00 AM,Civic      ,FEMALE,21-30,925
06/30/2016 12:00:00 AM,Civic      ,FEMALE,31-40,205
06/30/2016 12:00:00 AM,Civic      ,FEMALE,41-50,91
06/30/2016 12:00:00 AM,Civic      ,FEMALE,51-60,120
06/30/2016 12:00:00 AM,Civic      ,FEMALE,60+,144
06/30/2016 12:00:00 AM,Civic      ,MALE,0-10,41
06/30/2016 12:00:00 AM,Civic      ,MALE,11-20,314
06/30/2016 12:00:00 AM,Civic      ,MALE,21-30,849
06/30/2016 12:00:00 AM,Civic      ,MALE,31-40,324
06/30/2016 12:00:00 AM,Civic      ,MALE,41-50,118
06/30/2016 12:00:00 AM,Civic      ,MALE,51-60,144
06/30/2016 12:00:00 AM,Civic      ,MALE,60+,212
06/30/2017 12:00:00 AM,Civic      ,FEMALE,0-10,38
06/30/2017 12:00:00 AM,Civic      ,FEMALE,11-20,356
06/30/2017 12:00:00 AM,Civic      ,FEMALE,21-30,917
06/30/2017 12:00:00 AM,Civic      ,FEMALE,31-40,226
06/30/2017 12:00:00 AM,Civic      ,FEMALE,41-50,102
06/30/2017 12:00:00 AM,Civic      ,FEMALE,51-60,120
06/30/2017 12:00:00 AM,Civic      ,FEMALE,60+,167
06/30/2017 12:00:00 AM,Civic      ,MALE,0-10,44
06/30/2017 12:00:00 AM,Civic      ,MALE,11-20,343
06/30/2017 12:00:00 AM,Civic      ,MALE,21-30,862
06/30/2017 12:00:00 AM,Civic      ,MALE,31-40,319
06/30/2017 12:00:00 AM,Civic      ,MALE,41-50,127
06/30/2017 12:00:00 AM,Civic      ,MALE,51-60,143
06/30/2017 12:00:00 AM,Civic      ,MALE,60+,231
06/30/2018 12:00:00 AM,Civic      ,FEMALE,0-10,44
06/30/2018 12:00:00 AM,Civic      ,FEMALE,11-20,372
06/30/2018 12:00:00 AM,Civic      ,FEMALE,21-30,914
06/30/2018 12:00:00 AM,Civic      ,FEMALE,31-40,243
06/30/2018 12:00:00 AM,Civic      ,FEMALE,41-50,112
06/30/2018 12:00:00 AM,Civic      ,FEMALE,51-60,125
06/30/2018 12:00:00 AM,Civic      ,FEMALE,60+,188
06/30/2018 12:00:00 AM,Civic      ,MALE,0-10,48
06/30/2018 12:00:00 AM,Civic      ,MALE,11-20,363
06/30/2018 12:00:00 AM,Civic      ,MALE,21-30,879
06/30/2018 12:00:00 AM,Civic      ,MALE,31-40,314
06/30/2018 12:00:00 AM,Civic      ,MALE,41-50,133
06/30/2018 12:00:00 AM,Civic      ,MALE,51-60,147
06/30/2018 12:00:00 AM,Civic      ,MALE,60+,254
06/30/2019 12:00:00 AM,Civic      ,FEMALE,0-10,49
06/30/2019 12:00:00 AM,Civic      ,FEMALE,11-20,383
06/30/2019 12:00:00 AM,Civic      ,FEMALE,21-30,923
06/30/2019 12:00:00 AM,Civic      ,FEMALE,31-40,254
06/30/2019 12:00:00 AM,Civic      ,FEMALE,41-50,120
06/30/2019 12:00:00 AM,Civic      ,FEMALE,51-60,138
06/30/2019 12:00:00 AM,Civic      ,FEMALE,60+,206
06/30/2019 12:00:00 AM,Civic      ,MALE,0-10,51
06/30/2019 12:00:00 AM,Civic      ,MALE,11-20,375
06/30/2019 12:00:00 AM,Civic      ,MALE,21-30,899
06/30/2019 12:00:00 AM,Civic      ,MALE,31-40,319
06/30/2019 12:00:00 AM,Civic      ,MALE,41-50,138
06/30/2019 12:00:00 AM,Civic      ,MALE,51-60,149
06/30/2019 12:00:00 AM,Civic      ,MALE,60+,277
06/30/2020 12:00:00 AM,Civic      ,FEMALE,0-10,53
06/30/2020 12:00:00 AM,Civic      ,FEMALE,11-20,395
06/30/2020 12:00:00 AM,Civic      ,FEMALE,21-30,932
06/30/2020 12:00:00 AM,Civic      ,FEMALE,31-40,263
06/30/2020 12:00:00 AM,Civic      ,FEMALE,41-50,131
06/30/2020 12:00:00 AM,Civic      ,FEMALE,51-60,148
06/30/2020 12:00:00 AM,Civic      ,FEMALE,60+,228
06/30/2020 12:00:00 AM,Civic      ,MALE,0-10,54
06/30/2020 12:00:00 AM,Civic      ,MALE,11-20,388
06/30/2020 12:00:00 AM,Civic      ,MALE,21-30,917
06/30/2020 12:00:00 AM,Civic      ,MALE,31-40,327
06/30/2020 12:00:00 AM,Civic      ,MALE,41-50,142
06/30/2020 12:00:00 AM,Civic      ,MALE,51-60,157
06/30/2020 12:00:00 AM,Civic      ,MALE,60+,296
06/30/2015 12:00:00 AM,Dickson    ,FEMALE,0-10,128
06/30/2015 12:00:00 AM,Dickson    ,FEMALE,11-20,98
06/30/2015 12:00:00 AM,Dickson    ,FEMALE,21-30,240
06/30/2015 12:00:00 AM,Dickson    ,FEMALE,31-40,209
06/30/2015 12:00:00 AM,Dickson    ,FEMALE,41-50,162
06/30/2015 12:00:00 AM,Dickson    ,FEMALE,51-60,93
06/30/2015 12:00:00 AM,Dickson    ,FEMALE,60+,156
06/30/2015 12:00:00 AM,Dickson    ,MALE,0-10,122
06/30/2015 12:00:00 AM,Dickson    ,MALE,11-20,131
06/30/2015 12:00:00 AM,Dickson    ,MALE,21-30,293
06/30/2015 12:00:00 AM,Dickson    ,MALE,31-40,192
06/30/2015 12:00:00 AM,Dickson    ,MALE,41-50,149
06/30/2015 12:00:00 AM,Dickson    ,MALE,51-60,106
06/30/2015 12:00:00 AM,Dickson    ,MALE,60+,142
06/30/2016 12:00:00 AM,Dickson    ,FEMALE,0-10,128
06/30/2016 12:00:00 AM,Dickson    ,FEMALE,11-20,116
06/30/2016 12:00:00 AM,Dickson    ,FEMALE,21-30,255
06/30/2016 12:00:00 AM,Dickson    ,FEMALE,31-40,210
06/30/2016 12:00:00 AM,Dickson    ,FEMALE,41-50,166
06/30/2016 12:00:00 AM,Dickson    ,FEMALE,51-60,96
06/30/2016 12:00:00 AM,Dickson    ,FEMALE,60+,143
06/30/2016 12:00:00 AM,Dickson    ,MALE,0-10,137
06/30/2016 12:00:00 AM,Dickson    ,MALE,11-20,134
06/30/2016 12:00:00 AM,Dickson    ,MALE,21-30,301
06/30/2016 12:00:00 AM,Dickson    ,MALE,31-40,201
06/30/2016 12:00:00 AM,Dickson    ,MALE,41-50,155
06/30/2016 12:00:00 AM,Dickson    ,MALE,51-60,108
06/30/2016 12:00:00 AM,Dickson    ,MALE,60+,134
06/30/2019 12:00:00 AM,Lake Burley Griffin ,FEMALE,0-10,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,FEMALE,11-20,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,FEMALE,21-30,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,FEMALE,31-40,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,FEMALE,41-50,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,FEMALE,51-60,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,FEMALE,60+,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,MALE,0-10,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,MALE,11-20,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,MALE,21-30,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,MALE,31-40,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,MALE,41-50,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,MALE,51-60,0
06/30/2019 12:00:00 AM,Lake Burley Griffin ,MALE,60+,0
06/30/2017 12:00:00 AM,Dickson    ,FEMALE,0-10,135
06/30/2017 12:00:00 AM,Dickson    ,FEMALE,11-20,125
06/30/2017 12:00:00 AM,Dickson    ,FEMALE,21-30,267
06/30/2017 12:00:00 AM,Dickson    ,FEMALE,31-40,217
06/30/2017 12:00:00 AM,Dickson    ,FEMALE,41-50,173
06/30/2017 12:00:00 AM,Dickson    ,FEMALE,51-60,96
06/30/2017 12:00:00 AM,Dickson    ,FEMALE,60+,136
06/30/2017 12:00:00 AM,Dickson    ,MALE,0-10,146
06/30/2017 12:00:00 AM,Dickson    ,MALE,11-20,140
06/30/2017 12:00:00 AM,Dickson    ,MALE,21-30,303
06/30/2017 12:00:00 AM,Dickson    ,MALE,31-40,215
06/30/2017 12:00:00 AM,Dickson    ,MALE,41-50,160
06/30/2017 12:00:00 AM,Dickson    ,MALE,51-60,114
06/30/2017 12:00:00 AM,Dickson    ,MALE,60+,124
06/30/2018 12:00:00 AM,Dickson    ,FEMALE,0-10,140
06/30/2018 12:00:00 AM,Dickson    ,FEMALE,11-20,136
06/30/2018 12:00:00 AM,Dickson    ,FEMALE,21-30,276
06/30/2018 12:00:00 AM,Dickson    ,FEMALE,31-40,224
06/30/2018 12:00:00 AM,Dickson    ,FEMALE,41-50,179
06/30/2018 12:00:00 AM,Dickson    ,FEMALE,51-60,101
06/30/2018 12:00:00 AM,Dickson    ,FEMALE,60+,129
06/30/2018 12:00:00 AM,Dickson    ,MALE,0-10,156
06/30/2018 12:00:00 AM,Dickson    ,MALE,11-20,140
06/30/2018 12:00:00 AM,Dickson    ,MALE,21-30,311
06/30/2018 12:00:00 AM,Dickson    ,MALE,31-40,230
06/30/2018 12:00:00 AM,Dickson    ,MALE,41-50,165
06/30/2018 12:00:00 AM,Dickson    ,MALE,51-60,119
06/30/2018 12:00:00 AM,Dickson    ,MALE,60+,117
06/30/2019 12:00:00 AM,Dickson    ,FEMALE,0-10,148
06/30/2019 12:00:00 AM,Dickson    ,FEMALE,11-20,142
06/30/2019 12:00:00 AM,Dickson    ,FEMALE,21-30,285
06/30/2019 12:00:00 AM,Dickson    ,FEMALE,31-40,234
06/30/2019 12:00:00 AM,Dickson    ,FEMALE,41-50,180
06/30/2019 12:00:00 AM,Dickson    ,FEMALE,51-60,112
06/30/2019 12:00:00 AM,Dickson    ,FEMALE,60+,122
06/30/2019 12:00:00 AM,Dickson    ,MALE,0-10,168
06/30/2019 12:00:00 AM,Dickson    ,MALE,11-20,146
06/30/2019 12:00:00 AM,Dickson    ,MALE,21-30,316
06/30/2019 12:00:00 AM,Dickson    ,MALE,31-40,240
06/30/2019 12:00:00 AM,Dickson    ,MALE,41-50,171
06/30/2019 12:00:00 AM,Dickson    ,MALE,51-60,125
06/30/2019 12:00:00 AM,Dickson    ,MALE,60+,112
06/30/2020 12:00:00 AM,Dickson    ,FEMALE,0-10,158
06/30/2020 12:00:00 AM,Dickson    ,FEMALE,11-20,151
06/30/2020 12:00:00 AM,Dickson    ,FEMALE,21-30,289
06/30/2020 12:00:00 AM,Dickson    ,FEMALE,31-40,245
06/30/2020 12:00:00 AM,Dickson    ,FEMALE,41-50,184
06/30/2020 12:00:00 AM,Dickson    ,FEMALE,51-60,118
06/30/2020 12:00:00 AM,Dickson    ,FEMALE,60+,120
06/30/2020 12:00:00 AM,Dickson    ,MALE,0-10,176
06/30/2020 12:00:00 AM,Dickson    ,MALE,11-20,152
06/30/2020 12:00:00 AM,Dickson    ,MALE,21-30,325
06/30/2020 12:00:00 AM,Dickson    ,MALE,31-40,248
06/30/2020 12:00:00 AM,Dickson    ,MALE,41-50,180
06/30/2020 12:00:00 AM,Dickson    ,MALE,51-60,130
06/30/2020 12:00:00 AM,Dickson    ,MALE,60+,108
06/30/2015 12:00:00 AM,Downer     ,FEMALE,0-10,202
06/30/2015 12:00:00 AM,Downer     ,FEMALE,11-20,206
06/30/2015 12:00:00 AM,Downer     ,FEMALE,21-30,312
06/30/2015 12:00:00 AM,Downer     ,FEMALE,31-40,234
06/30/2015 12:00:00 AM,Downer     ,FEMALE,41-50,269
06/30/2015 12:00:00 AM,Downer     ,FEMALE,51-60,204
06/30/2015 12:00:00 AM,Downer     ,FEMALE,60+,397
06/30/2015 12:00:00 AM,Downer     ,MALE,0-10,247
06/30/2015 12:00:00 AM,Downer     ,MALE,11-20,171
06/30/2015 12:00:00 AM,Downer     ,MALE,21-30,325
06/30/2015 12:00:00 AM,Downer     ,MALE,31-40,300
06/30/2015 12:00:00 AM,Downer     ,MALE,41-50,255
06/30/2015 12:00:00 AM,Downer     ,MALE,51-60,225
06/30/2015 12:00:00 AM,Downer     ,MALE,60+,282
06/30/2016 12:00:00 AM,Downer     ,FEMALE,0-10,199
06/30/2016 12:00:00 AM,Downer     ,FEMALE,11-20,214
06/30/2016 12:00:00 AM,Downer     ,FEMALE,21-30,316
06/30/2016 12:00:00 AM,Downer     ,FEMALE,31-40,228
06/30/2016 12:00:00 AM,Downer     ,FEMALE,41-50,276
06/30/2016 12:00:00 AM,Downer     ,FEMALE,51-60,201
06/30/2016 12:00:00 AM,Downer     ,FEMALE,60+,407
06/30/2016 12:00:00 AM,Downer     ,MALE,0-10,238
06/30/2016 12:00:00 AM,Downer     ,MALE,11-20,187
06/30/2016 12:00:00 AM,Downer     ,MALE,21-30,330
06/30/2016 12:00:00 AM,Downer     ,MALE,31-40,294
06/30/2016 12:00:00 AM,Downer     ,MALE,41-50,263
06/30/2016 12:00:00 AM,Downer     ,MALE,51-60,222
06/30/2016 12:00:00 AM,Downer     ,MALE,60+,292
06/30/2017 12:00:00 AM,Downer     ,FEMALE,0-10,188
06/30/2017 12:00:00 AM,Downer     ,FEMALE,11-20,231
06/30/2017 12:00:00 AM,Downer     ,FEMALE,21-30,310
06/30/2017 12:00:00 AM,Downer     ,FEMALE,31-40,237
06/30/2017 12:00:00 AM,Downer     ,FEMALE,41-50,275
06/30/2017 12:00:00 AM,Downer     ,FEMALE,51-60,204
06/30/2017 12:00:00 AM,Downer     ,FEMALE,60+,417
06/30/2017 12:00:00 AM,Downer     ,MALE,0-10,238
06/30/2017 12:00:00 AM,Downer     ,MALE,11-20,197
06/30/2017 12:00:00 AM,Downer     ,MALE,21-30,326
06/30/2017 12:00:00 AM,Downer     ,MALE,31-40,293
06/30/2017 12:00:00 AM,Downer     ,MALE,41-50,265
06/30/2017 12:00:00 AM,Downer     ,MALE,51-60,224
06/30/2017 12:00:00 AM,Downer     ,MALE,60+,300
06/30/2020 12:00:00 AM,Lake Burley Griffin ,FEMALE,0-10,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,FEMALE,11-20,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,FEMALE,21-30,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,FEMALE,31-40,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,FEMALE,41-50,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,FEMALE,51-60,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,FEMALE,60+,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,MALE,0-10,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,MALE,11-20,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,MALE,21-30,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,MALE,31-40,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,MALE,41-50,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,MALE,51-60,0
06/30/2020 12:00:00 AM,Lake Burley Griffin ,MALE,60+,0
06/30/2018 12:00:00 AM,Downer     ,FEMALE,0-10,189
06/30/2018 12:00:00 AM,Downer     ,FEMALE,11-20,231
06/30/2018 12:00:00 AM,Downer     ,FEMALE,21-30,311
06/30/2018 12:00:00 AM,Downer     ,FEMALE,31-40,244
06/30/2018 12:00:00 AM,Downer     ,FEMALE,41-50,269
06/30/2018 12:00:00 AM,Downer     ,FEMALE,51-60,204
06/30/2018 12:00:00 AM,Downer     ,FEMALE,60+,433
06/30/2018 12:00:00 AM,Downer     ,MALE,0-10,234
06/30/2018 12:00:00 AM,Downer     ,MALE,11-20,209
06/30/2018 12:00:00 AM,Downer     ,MALE,21-30,330
06/30/2018 12:00:00 AM,Downer     ,MALE,31-40,289
06/30/2018 12:00:00 AM,Downer     ,MALE,41-50,264
06/30/2018 12:00:00 AM,Downer     ,MALE,51-60,225
06/30/2018 12:00:00 AM,Downer     ,MALE,60+,313
06/30/2019 12:00:00 AM,Downer     ,FEMALE,0-10,190
06/30/2019 12:00:00 AM,Downer     ,FEMALE,11-20,236
06/30/2019 12:00:00 AM,Downer     ,FEMALE,21-30,305
06/30/2019 12:00:00 AM,Downer     ,FEMALE,31-40,250
06/30/2019 12:00:00 AM,Downer     ,FEMALE,41-50,267
06/30/2019 12:00:00 AM,Downer     ,FEMALE,51-60,210
06/30/2019 12:00:00 AM,Downer     ,FEMALE,60+,443
06/30/2019 12:00:00 AM,Downer     ,MALE,0-10,232
06/30/2019 12:00:00 AM,Downer     ,MALE,11-20,221
06/30/2019 12:00:00 AM,Downer     ,MALE,21-30,325
06/30/2019 12:00:00 AM,Downer     ,MALE,31-40,290
06/30/2019 12:00:00 AM,Downer     ,MALE,41-50,264
06/30/2019 12:00:00 AM,Downer     ,MALE,51-60,228
06/30/2019 12:00:00 AM,Downer     ,MALE,60+,325
06/30/2020 12:00:00 AM,Downer     ,FEMALE,0-10,192
06/30/2020 12:00:00 AM,Downer     ,FEMALE,11-20,243
06/30/2020 12:00:00 AM,Downer     ,FEMALE,21-30,298
06/30/2020 12:00:00 AM,Downer     ,FEMALE,31-40,254
06/30/2020 12:00:00 AM,Downer     ,FEMALE,41-50,266
06/30/2020 12:00:00 AM,Downer     ,FEMALE,51-60,209
06/30/2020 12:00:00 AM,Downer     ,FEMALE,60+,460
06/30/2020 12:00:00 AM,Downer     ,MALE,0-10,231
06/30/2020 12:00:00 AM,Downer     ,MALE,11-20,228
06/30/2020 12:00:00 AM,Downer     ,MALE,21-30,326
06/30/2020 12:00:00 AM,Downer     ,MALE,31-40,289
06/30/2020 12:00:00 AM,Downer     ,MALE,41-50,263
06/30/2020 12:00:00 AM,Downer     ,MALE,51-60,234
06/30/2020 12:00:00 AM,Downer     ,MALE,60+,335
06/30/2015 12:00:00 AM,Hackett    ,FEMALE,0-10,199
06/30/2015 12:00:00 AM,Hackett    ,FEMALE,11-20,139
06/30/2015 12:00:00 AM,Hackett    ,FEMALE,21-30,175
06/30/2015 12:00:00 AM,Hackett    ,FEMALE,31-40,258
06/30/2015 12:00:00 AM,Hackett    ,FEMALE,41-50,252
06/30/2015 12:00:00 AM,Hackett    ,FEMALE,51-60,200
06/30/2015 12:00:00 AM,Hackett    ,FEMALE,60+,379
06/30/2015 12:00:00 AM,Hackett    ,MALE,0-10,209
06/30/2015 12:00:00 AM,Hackett    ,MALE,11-20,174
06/30/2015 12:00:00 AM,Hackett    ,MALE,21-30,116
06/30/2015 12:00:00 AM,Hackett    ,MALE,31-40,167
06/30/2015 12:00:00 AM,Hackett    ,MALE,41-50,189
06/30/2015 12:00:00 AM,Hackett    ,MALE,51-60,172
06/30/2015 12:00:00 AM,Hackett    ,MALE,60+,294
06/30/2016 12:00:00 AM,Hackett    ,FEMALE,0-10,203
06/30/2016 12:00:00 AM,Hackett    ,FEMALE,11-20,142
06/30/2016 12:00:00 AM,Hackett    ,FEMALE,21-30,163
06/30/2016 12:00:00 AM,Hackett    ,FEMALE,31-40,244
06/30/2016 12:00:00 AM,Hackett    ,FEMALE,41-50,254
06/30/2016 12:00:00 AM,Hackett    ,FEMALE,51-60,196
06/30/2016 12:00:00 AM,Hackett    ,FEMALE,60+,384
06/30/2016 12:00:00 AM,Hackett    ,MALE,0-10,198
06/30/2016 12:00:00 AM,Hackett    ,MALE,11-20,185
06/30/2016 12:00:00 AM,Hackett    ,MALE,21-30,113
06/30/2016 12:00:00 AM,Hackett    ,MALE,31-40,160
06/30/2016 12:00:00 AM,Hackett    ,MALE,41-50,185
06/30/2016 12:00:00 AM,Hackett    ,MALE,51-60,176
06/30/2016 12:00:00 AM,Hackett    ,MALE,60+,295
06/30/2017 12:00:00 AM,Hackett    ,FEMALE,0-10,200
06/30/2017 12:00:00 AM,Hackett    ,FEMALE,11-20,152
06/30/2017 12:00:00 AM,Hackett    ,FEMALE,21-30,149
06/30/2017 12:00:00 AM,Hackett    ,FEMALE,31-40,236
06/30/2017 12:00:00 AM,Hackett    ,FEMALE,41-50,251
06/30/2017 12:00:00 AM,Hackett    ,FEMALE,51-60,199
06/30/2017 12:00:00 AM,Hackett    ,FEMALE,60+,387
06/30/2017 12:00:00 AM,Hackett    ,MALE,0-10,193
06/30/2017 12:00:00 AM,Hackett    ,MALE,11-20,189
06/30/2017 12:00:00 AM,Hackett    ,MALE,21-30,110
06/30/2017 12:00:00 AM,Hackett    ,MALE,31-40,157
06/30/2017 12:00:00 AM,Hackett    ,MALE,41-50,186
